"specificEpithet","day","month","year","lat","lon","identifiedBy"
NA,14,2,2014,-26.493528,-49.599767,"Meyer, F.S."
NA,5,3,2014,-22.101525,-45.138453,"Meyer, F.S."
NA,20,3,2003,-22.801944,-47.0525,"Freitas, A.L."
NA,8,7,2009,-20.040417,-46.057,"Meyer, F.S."
NA,19,2,2011,-20.488667,-46.547664,"Meyer, F.S."
NA,23,2,2009,-15.002222,-49.366611,"Meyer, C.A."
NA,23,4,2000,-23.774167,-45.665,"Meyer, F.S."
NA,7,2,1995,-24.879444,-47.850833,"Meyer, F.S."
NA,29,9,1983,-23.633333,-45.866667,"Guimarães, P."
NA,13,11,2012,-27.221667,-49.167383,"Meyer, F.S."
NA,7,2,1995,-24.879444,-47.858333,"Meyer, F.S."
NA,11,12,2012,-28.1926,-49.446731,"Meyer, F.S."
NA,19,4,2014,-29.634811,-50.302275,"Meyer, F.S."
NA,13,10,2001,-18.331667,-43.690556,"Meyer, F.S."
NA,27,2,2009,-18.370861,-43.993861,"Meyer, F.S."
NA,2,3,2009,-18.398611,-43.348056,"Meyer, F.S."
NA,8,4,2010,-18.395833,-43.348333,"Meyer, F.S."
NA,7,1,2013,-26.831944,-48.642222,"Meyer, F.S."
NA,14,11,2012,-27.221667,-49.167383,"Meyer, F.S."
NA,24,2,2009,-15.81485,-48.85849,"P.J.F. Guimarães"
NA,8,3,2009,-22.35947,-42.5736,"P.J.F. Guimarães"
NA,10,3,2009,-22.45943,-43.02779,"P.J.F. Guimarães"
NA,16,3,2009,-22.73318,-44.61657,"P.J.F. Guimarães"
NA,19,3,2009,-28.05447,-49.36847,"P.J.F. Guimarães"
NA,10,3,2009,-22.45278,-43.01992,"P.J.F. Guimarães"
NA,21,3,2009,-28.3118,-49.6177,"P.J.F. Guimarães"
NA,20,3,2009,-28.40174,-49.55177,"P.J.F. Guimarães"
NA,19,3,2009,-28.05059,-49.38088,"P.J.F. Guimarães"
NA,4,3,2009,-19.25301,-43.54875,"P.J.F. Guimarães"
NA,21,3,2009,-28.39772,-49.55212,"P.J.F. Guimarães"
NA,13,3,2009,-22.37281,-44.70396,"P.J.F. Guimarães"
NA,23,2,2009,-15.80008,-48.81598,"P.J.F. Guimarães"
NA,2,3,2009,-18.39868,-43.34816,"P.J.F. Guimarães"
NA,27,2,2009,-18.21751,-43.59379,"P.J.F. Guimarães"
NA,31,7,2015,-21.728389,-44.961889,"Romero, R."
NA,13,12,1996,-23.239444,-45.004722,"Meyer, F.S."
NA,1,6,1996,-23.1425,-46.357778,"Meyer, F.S."
NA,20,4,2015,-21.719444,-44.97,"Meyer, F.S."
NA,11,5,1994,-22.723611,-45.507778,"Meyer, F.S."
NA,20,1,2016,-21.710939,-44.926397,"Romero, R."
NA,17,4,2015,-21.728389,-44.961889,"Meyer, F.S."
NA,22,5,1980,-12.45,-41.45,"Wurdack, J.J."
NA,23,11,1992,-13.666667,-41.233333,"Wurdack, J.J."
NA,24,3,1974,-16,-39.05,"Wurdack, J.J."
NA,1,2,1974,-13.416667,-41.283333,"Wurdack, J.J."
NA,30,1,1974,-13.666667,-41.333333,"Wurdack, J.J."
NA,22,3,1974,-16.416667,-39.2,"Wurdack, J.J."
NA,13,2,1977,-12.85,-41.2,"Wurdack, J.J."
NA,16,1,1977,-17.483333,-39.216667,"Wurdack, J.J."
NA,15,1,1977,-17.516667,-39.216667,"Wurdack, J.J."
NA,20,2,1974,-10.45,-39.333333,"Wurdack, J.J."
NA,26,11,1992,-12.466667,-41.366667,"Wurdack, J.J."
NA,15,8,2013,-20.846389,-46.628306,"Meyer, F.S."
